Number,Name,Type,Level,Country
544816,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544817,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544818,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544819,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544820,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544821,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544822,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544823,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544824,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544827,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544828,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544829,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544830,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544831,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544833,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544838,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544839,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544840,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544841,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544844,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544848,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544850,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544851,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544855,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544858,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544859,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544860,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544861,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544862,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544863,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544864,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544865,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544866,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536581,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536582,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536588,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536591,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536662,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536663,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536664,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536665,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536666,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536667,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536668,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536804,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536805,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536832,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536833,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536913,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536949,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536969,MASTERCARD,DEBIT,,🇧🇷BRAZIL
537001,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
537037,MASTERCARD,DEBIT,,🇧🇷BRAZIL
537110,MASTERCARD,DEBIT,,🇧🇷BRAZIL
537142,MASTERCARD,DEBIT,,🇧🇷BRAZIL
537638,MASTERCARD,DEBIT,,🇧🇷BRAZIL
537678,MASTERCARD,CREDIT,,🇧🇷BRAZIL
537742,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538164,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538406,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
538450,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538451,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
538452,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538453,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
538454,MASTERCARD,CREDIT,,🇧🇷BRAZIL
538455,MASTERCARD,CREDIT,,🇧🇷BRAZIL
538459,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538730,MASTERCARD,CREDIT,,🇧🇷BRAZIL
538740,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538818,MASTERCARD,CREDIT,,🇧🇷BRAZIL
538892,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538904,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538963,MASTERCARD,DEBIT,,🇧🇷BRAZIL
538965,MASTERCARD,DEBIT,,🇧🇷BRAZIL
539000,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539001,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539002,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539003,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539010,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539011,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539012,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539013,MASTERCARD,CREDIT,,🇧🇷BRAZIL
539016,MASTERCARD,CREDIT,,🇧🇷BRAZIL
400172,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400174,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400176,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400178,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400182,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400184,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400185,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400187,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400191,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400195,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400196,VISA,CREDIT,,🇧🇷BRAZIL
400199,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400217,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400225,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400234,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400235,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400236,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400238,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400242,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400245,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400247,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400248,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400252,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400253,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400254,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400268,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400415,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
400437,VISA,,,🇧🇷BRAZIL
400439,VISA,CREDIT,,🇧🇷BRAZIL
400444,VISA,CREDIT,,🇧🇷BRAZIL
400450,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400451,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400452,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400453,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400454,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400455,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400456,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400457,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400458,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400459,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400473,VISA,,,🇧🇷BRAZIL
400475,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400487,VISA,CREDIT,,🇧🇷BRAZIL
400488,VISA,,,🇧🇷BRAZIL
400495,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
400497,VISA,CREDIT,,🇧🇷BRAZIL
400625,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400634,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400635,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400637,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
544867,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544870,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544871,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544872,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544874,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544875,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544877,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544879,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544880,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544881,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544882,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544883,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544884,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544889,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544890,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
544891,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544892,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544897,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
544908,MASTERCARD,CREDIT,,🇧🇷BRAZIL
544915,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
545011,MASTERCARD,DEBIT,,🇧🇷BRAZIL
545053,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
545348,MASTERCARD,DEBIT,STANDARD,🇧🇷BRAZIL
545349,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545366,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545368,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545377,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
545391,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
545404,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545430,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545433,MASTERCARD,DEBIT,,🇧🇷BRAZIL
545462,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545463,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
545500,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
545553,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
545653,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
545670,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
545712,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
545719,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545729,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545768,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
545780,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545805,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545810,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545823,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545832,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545850,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545893,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545959,MASTERCARD,CREDIT,,🇧🇷BRAZIL
545967,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
360756,DINERS CLUB,CREDIT,BUSINESS,🇧🇷BRAZIL
374728,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374729,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374731,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374732,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374758,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374759,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374760,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374761,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374762,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374763,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374764,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374765,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374766,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374767,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374768,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374769,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374770,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374771,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374772,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374773,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374774,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374775,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374776,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
374777,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375130,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375131,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375132,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375133,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375134,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375135,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375136,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375137,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375138,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375139,AMERICAN EXPRESS,CREDIT,,🇧🇷BRAZIL
375177,AMERICAN EXPRESS,CREDIT,PLATINUM,🇧🇷BRAZIL
375178,AMERICAN EXPRESS,CREDIT,GOLD,🇧🇷BRAZIL
375179,AMERICAN EXPRESS,CREDIT,PLATINUM,🇧🇷BRAZIL
376420,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376421,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376422,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376423,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376424,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376425,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376426,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376427,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376428,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376429,AMERICAN EXPRESS,CREDIT,GREEN,🇧🇷BRAZIL
376430,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
376431,AMERICAN EXPRESS,CREDIT,CORPORATE,🇧🇷BRAZIL
474536,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474537,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
474538,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
474539,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
474547,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474548,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474549,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
474565,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
474575,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
474641,VISA,CREDIT,,🇧🇷BRAZIL
474647,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
475391,VISA,CREDIT,,🇧🇷BRAZIL
475397,VISA,DEBIT,,🇧🇷BRAZIL
476053,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
476098,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
476112,VISA,DEBIT,CORPORATE T&E,🇧🇷BRAZIL
476113,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
476331,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
476332,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
476333,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
476502,VISA,CREDIT,,🇧🇷BRAZIL
476506,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
476507,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
476508,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
476580,VISA,CREDIT,,🇧🇷BRAZIL
476582,VISA,CREDIT,,🇧🇷BRAZIL
476602,VISA,CREDIT,,🇧🇷BRAZIL
476607,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
476608,VISA,CREDIT,,🇧🇷BRAZIL
476609,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
476831,VISA,DEBIT,,🇧🇷BRAZIL
476993,VISA,CREDIT,,🇧🇷BRAZIL
477043,VISA,CREDIT,,🇧🇷BRAZIL
477108,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477109,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477110,VISA,CREDIT,,🇧🇷BRAZIL
477111,VISA,CREDIT,,🇧🇷BRAZIL
477112,VISA,CREDIT,,🇧🇷BRAZIL
477115,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
477116,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
477128,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477129,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477140,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477142,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477144,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477145,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
477150,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
477175,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
477176,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
477243,VISA,CREDIT,,🇧🇷BRAZIL
402433,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
402439,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
402691,VISA,,GOLD PREMIUM,🇧🇷BRAZIL
402693,VISA,CREDIT,ELECTRON,🇧🇷BRAZIL
402702,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
402726,VISA,,,🇧🇷BRAZIL
402755,VISA,CREDIT,,🇧🇷BRAZIL
402761,VISA,CREDIT,,🇧🇷BRAZIL
402762,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
402773,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
402774,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
402872,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
402907,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
402942,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
402947,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
403002,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
403217,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403225,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403230,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403235,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403236,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403237,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403238,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
403243,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
403245,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403246,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403247,VISA,CREDIT,,🇧🇷BRAZIL
403249,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403253,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403254,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403290,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
403310,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
403316,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
403339,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
403340,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
403355,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
403406,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
403407,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
403534,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
403791,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
403792,VISA,,,🇧🇷BRAZIL
403793,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
403794,VISA,,,🇧🇷BRAZIL
403795,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
403796,VISA,,,🇧🇷BRAZIL
403797,VISA,CREDIT,,🇧🇷BRAZIL
403798,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
403844,VISA,CREDIT,CORPORATE T,🇧🇷BRAZIL
404000,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
404001,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400638,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400642,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400643,VISA,,,🇧🇷BRAZIL
400645,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400646,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400647,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400649,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400652,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400653,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400654,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400660,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400689,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400694,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
400770,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400828,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400958,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
400959,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
400970,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401097,VISA,CREDIT,,🇧🇷BRAZIL
401130,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401131,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401132,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
401133,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
401144,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401145,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401146,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401165,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401166,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401167,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
401168,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
401178,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401179,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401370,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
401552,VISA,,,🇧🇷BRAZIL
401553,VISA,,,🇧🇷BRAZIL
401557,VISA,,,🇧🇷BRAZIL
401573,VISA,CREDIT,,🇧🇷BRAZIL
401574,VISA,,,🇧🇷BRAZIL
401637,VISA,CREDIT,GOLD/PREM,🇧🇷BRAZIL
401638,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
401649,VISA,CREDIT,,🇧🇷BRAZIL
401650,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
401652,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401653,VISA,CREDIT,GOLD/PREM,🇧🇷BRAZIL
401684,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
401692,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
401840,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
402062,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
402063,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
402383,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
531458,MASTERCARD,CREDIT,,🇧🇷BRAZIL
531488,MASTERCARD,DEBIT,,🇧🇷BRAZIL
531492,MASTERCARD,CREDIT,,🇧🇷BRAZIL
531500,MASTERCARD,CREDIT,,🇧🇷BRAZIL
531502,MASTERCARD,CREDIT,,🇧🇷BRAZIL
531566,MASTERCARD,DEBIT,,🇧🇷BRAZIL
531654,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
531661,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
531664,MASTERCARD,CREDIT,,🇧🇷BRAZIL
531671,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
531681,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
531699,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
531705,MASTERCARD,CREDIT,GLOBAL PAYMENT,🇧🇷BRAZIL
531714,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
531715,MASTERCARD,DEBIT,,🇧🇷BRAZIL
531727,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
531796,MASTERCARD,CREDIT,,🇧🇷BRAZIL
532007,MASTERCARD,CREDIT,,🇧🇷BRAZIL
532165,MASTERCARD,,,🇧🇷BRAZIL
532323,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
532324,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532338,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532340,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532473,MASTERCARD,CREDIT,,🇧🇷BRAZIL
532474,MASTERCARD,,,🇧🇷BRAZIL
532543,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532770,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532801,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532817,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532819,MASTERCARD,CREDIT,,🇧🇷BRAZIL
532820,MASTERCARD,DEBIT,,🇧🇷BRAZIL
532910,MASTERCARD,CREDIT,,🇧🇷BRAZIL
532924,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
532930,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
532942,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
533186,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
533228,MASTERCARD,CREDIT,,🇧🇷BRAZIL
533412,MASTERCARD,CREDIT,,🇧🇷BRAZIL
533433,MASTERCARD,DEBIT,,🇧🇷BRAZIL
533515,MASTERCARD,CREDIT,,🇧🇷BRAZIL
533516,MASTERCARD,DEBIT,,🇧🇷BRAZIL
533582,MASTERCARD,DEBIT,,🇧🇷BRAZIL
533716,MASTERCARD,DEBIT,,🇧🇷BRAZIL
533718,MASTERCARD,DEBIT,,🇧🇷BRAZIL
533728,MASTERCARD,DEBIT,,🇧🇷BRAZIL
